id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
68_mz3_iin_sirius_83	C17H36N2O9S2	[M - H4O2 + H]+	Alkaloids	0.437675803899765	Ornithine alkaloids	0.11524798721075058	Pyrrolidine alkaloids	0.05370844528079033	Monosaccharides	0.9562461376190186	Monosaccharides	0.9562461376190186	Carbohydrates and carbohydrate conjugates	0.8488319516181946	Organooxygen compounds	0.993433952331543	Organic oxygen compounds	1.0	Organic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Oxanes; Polyols; Amines; Secondary amines; Sulfenyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
258_mz3_iin_sirius_287	C30H36O10	[M + Na]+	Terpenoids	0.785578191280365	Coumarins	0.40426722168922424	Simple coumarins	0.21014806628227234	Terpene lactones	0.6517865061759949			Terpene lactones	0.6517865061759949	Prenol lipids	0.9096982479095459	Lipids and lipid-like molecules	0.9262123703956604	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Aromatic monoterpenoids; Ketones; Benzopyrans; Alkyl aryl ethers; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid esters; Terpene lactones; Monoterpenoids; Bicyclic monoterpenoids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Phenylketones; Alkyl-phenylketones; Organic oxygen compounds; Phenoxy compounds; Chemical entities
580_mz3_iin_sirius_643	C13H10O	[M - H2O + H]+	Shikimates and Phenylpropanoids	0.9318677186965942	Polycyclic aromatic polyketides	0.5571479797363281	Anthraquinones and anthrones	0.5005273818969727	Fluorenes	0.9327956438064575					Fluorenes	0.9327956438064575	Benzenoids	0.9999573230743408	Organic compounds; Fluorenes; Styrenes; Phenols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
69_mz3_iin_sirius_84	C14H30O8	[M + Na]+	Fatty acids	0.9695020914077759	Fatty acyl glycosides	0.9031895995140076	Fatty acyl glycosides of mono- and disaccharides	0.9224454164505005	Hexoses	0.6616279482841492	Monosaccharides	0.9712857007980347	Carbohydrates and carbohydrate conjugates	0.9991538524627686	Organooxygen compounds	0.9999988079071045	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
323_mz3_iin_sirius_355	C15H14O2S2	[M - H2O + H]+	Fatty acids	0.7215304374694824	Fatty acyls	0.7513086199760437	Oxygenated hydrocarbons	0.6392956972122192	2,5-disubstituted thiophenes	0.7972472310066223			2,5-disubstituted thiophenes	0.7972472310066223	Thiophenes	0.26576167345046997	Organoheterocyclic compounds	0.943608283996582	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organooxygen compounds; Carbonyl compounds; 2,5-disubstituted thiophenes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
135_mz3_iin_sirius_156	C13H10O2	[M + H]+	Shikimates and Phenylpropanoids	0.8023695945739746	Phenanthrenoids	0.4542880952358246	Phenanthrenes	0.47266656160354614	Naphthalenes	0.7109476327896118					Naphthalenes	0.7109476327896118	Benzenoids	0.9978517293930054	Organic compounds; Naphthalenes; Organooxygen compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
516_mz3_iin_sirius_569	C20H28O3	[M + H]+	Terpenoids	0.9737923741340637	Diterpenoids	0.7861058712005615	Pregnane steroids	0.11962901055812836	Diterpenoids	0.6377452611923218			Diterpenoids	0.6377452611923218	Prenol lipids	0.647874116897583	Lipids and lipid-like molecules	0.8967180252075195	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Diterpenoids; Secondary alcohols; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities
452_mz3_iin_sirius_494	C20H30O5	[M - H4O2 + H]+	Terpenoids	0.8741366863250732	Diterpenoids	0.7772003412246704	Pregnane steroids	0.34306612610816956	20-oxosteroids	0.6936177611351013	20-oxosteroids	0.6936177611351013	Oxosteroids	0.392978698015213	Steroids and steroid derivatives	0.25459739565849304	Lipids and lipid-like molecules	0.6639242172241211	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Primary alcohols; Organooxygen compounds; Cyclic alcohols and derivatives; Diterpenoids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Polyols; Alpha-hydroxy ketones; 20-oxosteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
388_mz3_iin_sirius_427	C18H27N3O2	[M + H]+	Terpenoids	0.9345783591270447	Sesquiterpenoids	0.18284448981285095	Pregnane steroids	0.46850916743278503	Amino acids and derivatives	0.575007438659668	Amino acids and derivatives	0.575007438659668	Amino acids, peptides, and analogues	0.5676258206367493	Carboxylic acids and derivatives	0.8668926358222961	Organic acids and derivatives	0.9657421112060547	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
259_mz3_iin_sirius_288	C16H12O7	[M + H]+	Shikimates and Phenylpropanoids	0.9871052503585815	Flavonoids	0.7153047919273376	Dihydroflavonols	0.2775927186012268	3-hydroxyflavonoids	0.8729344606399536	3-hydroxyflavonoids	0.8729344606399536	Hydroxyflavonoids	0.8996748328208923	Flavonoids	0.8951538801193237	Phenylpropanoids and polyketides	0.8702909350395203	Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Pyrogallols and derivatives; Benzenediols; Flavanones; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
196_mz3_iin_sirius_222	C28H24O9	[M - H2O + H]+	Shikimates and Phenylpropanoids	0.994115948677063	Stilbenoids	0.9913205504417419	Oligomeric stibenes	0.8819901347160339	Stilbene glycosides	0.653385579586029			Stilbene glycosides	0.653385579586029	Stilbenes	0.9896294474601746	Phenylpropanoids and polyketides	0.9862484335899353	Organic compounds; Organoheterocyclic compounds; Styrenes; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Resorcinols; Stilbene glycosides; Stilbenes; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Benzenediols; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 2-arylbenzofuran flavonoids; Oxacyclic compounds; Hydrocarbon derivatives; Coumarans; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
581_mz3_iin_sirius_644	C19H36O4	[M + H]+	Fatty acids	0.8679589629173279	Glycerolipids	0.4764133393764496	Monoacylglycerols	0.5810604095458984	Fatty alcohols	0.6507499814033508			Fatty alcohols	0.6507499814033508	Fatty Acyls	0.7068687677383423	Lipids and lipid-like molecules	0.7248864769935608	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
324_mz3_iin_sirius_356	C29H24O11	[M - H4O2 + H]+	Shikimates and Phenylpropanoids	0.9907101988792419	Flavonoids	0.7114313244819641	Flavan-3-ols	0.2662275433540344	3-hydroxyflavonoids	0.6529212594032288	3-hydroxyflavonoids	0.6529212594032288	Hydroxyflavonoids	0.7279577851295471	Flavonoids	0.7964066863059998	Phenylpropanoids and polyketides	0.9868237972259521	Organic compounds; Organoheterocyclic compounds; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Carboxylic acid derivatives; Flavanones; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
260_mz3_iin_sirius_289	C23H48O11	[M + Na]+	Fatty acids	0.8953332304954529	Fatty acyls	0.17944292724132538	Fatty acyl glycosides of mono- and disaccharides	0.46221405267715454	O-glycosyl compounds	0.7926796674728394	Glycosyl compounds	0.9045268297195435	Carbohydrates and carbohydrate conjugates	0.9663608074188232	Organooxygen compounds	0.9999923706054688	Organic oxygen compounds	1.0	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; Monosaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Glycosyl compounds; O-glycosyl compounds; Polyols; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
517_mz3_iin_sirius_570	C16H34N3O3S	[M + Na]+	Terpenoids	0.1446010172367096	Monoterpenoids	0.06783030182123184	Monocyclic monoterpenoids	0.07860999554395676	Amino acids and derivatives	0.6880063414573669	Amino acids and derivatives	0.6880063414573669	Amino acids, peptides, and analogues	0.6656556129455566	Carboxylic acids and derivatives	0.6776639223098755	Organic acids and derivatives	0.9444390535354614	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Thioethers; Carboxylic acids; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
136_mz3_iin_sirius_157	C9H12N3O2S	[M + H]+	Alkaloids	0.6369903683662415	Histidine alkaloids	0.2922971844673157	Imidazole alkaloids	0.20584136247634888	Nitroaromatic compounds	0.6704849600791931	C-nitro compounds	0.9258990287780762	Organic nitro compounds	0.972266435623169	Allyl-type 1,3-dipolar organic compounds	0.908744752407074	Organic 1,3-dipolar compounds	0.725602924823761	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organonitrogen compounds; Azoles; Organic nitro compounds; Organic oxoazanium compounds; Amines; Organic cations; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Imidolactams; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities
453_mz3_iin_sirius_495	C20H24O2	[M + H]+	Terpenoids	0.988705575466156	Steroids	0.9111133813858032	Estrane steroids	0.6042635440826416	Androgens and derivatives	0.5200884938240051	Androgens and derivatives	0.5200884938240051	Androstane steroids	0.4853108525276184	Steroids and steroid derivatives	0.96026611328125	Lipids and lipid-like molecules	0.9307994842529297	Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Organooxygen compounds; Oxosteroids; Hydroxysteroids; Estrane steroids; Androgens and derivatives; Carbonyl compounds; 3-oxosteroids; Cyclic ketones; 17-oxosteroids; Estrogens and derivatives; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities
389_mz3_iin_sirius_428	C19H26O2	[M - H2O + H]+	Terpenoids	0.9715808033943176	Steroids	0.9633831977844238	Androstane steroids	0.6607192754745483	Androgens and derivatives	0.6631321907043457	Androgens and derivatives	0.6631321907043457	Androstane steroids	0.6397932767868042	Steroids and steroid derivatives	0.9619001150131226	Lipids and lipid-like molecules	0.9786041975021362	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organooxygen compounds; Oxosteroids; Cyclic alcohols and derivatives; Hydroxysteroids; Androgens and derivatives; Secondary alcohols; Carbonyl compounds; 3-hydroxy delta-5-steroids; Delta-5-steroids; 3-oxosteroids; 3-hydroxysteroids; 17-hydroxysteroids; 17-oxosteroids; Androstane steroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
582_mz3_iin_sirius_645	C16H20O	[M + H]+	Terpenoids	0.980134904384613	Sesquiterpenoids	0.8368784785270691	Cadinane sesquiterpenoids	0.0796252116560936	Benzenoids	0.9723973274230957							Benzenoids	0.9723973274230957	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
9_mz3_iin_sirius_14	C10H14N3O7	[M + Na]+	Carbohydrates	0.9475014209747314	Nucleosides	0.8654200434684753	Pyrimidine nucleos(t)ides	0.877090334892273	Pyrimidine nucleosides	0.8343678712844849					Pyrimidine nucleosides	0.8343678712844849	Nucleosides, nucleotides, and analogues	0.6385345458984375	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Monoalkylamines; Pyrimidine nucleosides; Carboxylic acid derivatives; Diazines; Monosaccharides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Hydropyrimidines; Glycosylamines; Amines; Primary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
518_mz3_iin_sirius_571	C21H32O4	[M - H2O + H]+	Fatty acids	0.7225373387336731	Diterpenoids	0.4806692898273468	Prostaglandins	0.7052603960037231	Fatty acids and conjugates	0.5416513085365295			Fatty acids and conjugates	0.5416513085365295	Fatty Acyls	0.5507632493972778	Lipids and lipid-like molecules	0.9008023142814636	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
